Product URL,Href Link,Product Name,Product Price,Product Rating,Product Review,Description,Manufacturer,Product Description,ASIN
https://www.amazon.in/Zebronics-Compartment-Backpacks-15-6-inch-Black/dp/B0C6KZS555/ref=sr_1_1_sspa?keywords=bags&qid=1692685141&sprefix=ba%2Caps%2C283&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1,/sspa/click?ie=UTF8&spc=MToyNzQwOTU0MjU4MzEzNTk4OjE2OTI2ODUxNDE6c3BfYXRmOjMwMDAxNjYxODE5NjUzMjo6MDo6&url=%2FZebronics-Compartment-Backpacks-15-6-inch-Black%2Fdp%2FB0C6KZS555%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dbags%26qid%3D1692685141%26sprefix%3Dba%252Caps%252C283%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,"Zebronics Camp1, 14 Liters, 1 Compartment Laptop Backpacks Fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags (Black)",528,3.0 out of 5 stars,6,It has a Padded Adjustable Shoulder Straps and a trolley support strap for maximum comfort and to make your travel journey happier.,"‎Zebronics India Private Limited, Zebronics India Private Limited","Zebronics Camp1, 14 Liters, 1 Compartment Laptop Backpacks Fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags",B0C6KZS555
https://www.amazon.in/ZEBRONICS-Techshield-A3-Compartment-Backpacks/dp/B0C6QWBRSB/ref=sr_1_2_sspa?keywords=bags&qid=1692685141&sprefix=ba%2Caps%2C283&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1,/sspa/click?ie=UTF8&spc=MToyNzQwOTU0MjU4MzEzNTk4OjE2OTI2ODUxNDE6c3BfYXRmOjMwMDAxNjYxODE5NjIzMjo6MDo6&url=%2FZEBRONICS-Techshield-A3-Compartment-Backpacks%2Fdp%2FB0C6QWBRSB%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dbags%26qid%3D1692685141%26sprefix%3Dba%252Caps%252C283%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,"ZEBRONICS Techshield A3, 23 Liters 2 Compartment Laptop Backpacks Fit Up to 15.6-inch Laptop Polyester Fabric Office Use and Mini Business Travel Bags (Black)",846,5.0 out of 5 stars,6,"It is water-resistant, good quality zipper, Light Weight, and has a Padded Adjustable Shoulder Straps and a trolley support strap for maximum comfort and to make your travel journey happier.","‎Zebronics India Private Limited, Zebronics India Private Limited","ZEBRONICS Techshield A3, 23 Liters 2 Compartment Laptop Backpacks Fit Up to 15.6-inch Laptop Polyester Fabric Office Use and Mini Business Travel Bags",B0C6QWBRSB
https://www.amazon.in/Skybags-Brat-Black-Casual-Backpack/dp/B08Z1HHHTD/ref=sr_1_3?keywords=bags&qid=1692685141&sprefix=ba%2Caps%2C283&sr=8-3,/Skybags-Brat-Black-Casual-Backpack/dp/B08Z1HHHTD/ref=sr_1_3?keywords=bags&qid=1692685141&sprefix=ba%2Caps%2C283&sr=8-3,Skybags Brat Black 46 Cms Casual Backpack,649,4.1 out of 5 stars,5525,Size: 35 x 13 x 46 cms,‎VIP Industries Ltd,"Ideal for a college student who does not carry a lot of books or laptop to college. Very stylish, slim and feature loaded Backpack",‎B08Z1HHHTD
https://www.amazon.in/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M/ref=sr_1_4?keywords=bags&qid=1692685141&sprefix=ba%2Caps%2C283&sr=8-4,/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M/ref=sr_1_4?keywords=bags&qid=1692685141&sprefix=ba%2Caps%2C283&sr=8-4,American Tourister Fizz Large Size 32 Ltrs Casual Backpack (BLACK),"1,199",4.0 out of 5 stars,55249,Mesh Padding on back & shoulder strap to provide comfort & better back support,‎Samsonite,No Description,B07CJCGM1M
https://www.amazon.in/Half-Moon-Backpack-Luggage-Compartment/dp/B09VCLZ3K4/ref=sr_1_5?keywords=bags&qid=1692685141&sprefix=ba%2Caps%2C283&sr=8-5,/Half-Moon-Backpack-Luggage-Compartment/dp/B09VCLZ3K4/ref=sr_1_5?keywords=bags&qid=1692685141&sprefix=ba%2Caps%2C283&sr=8-5,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,849,3.9 out of 5 stars,3442,"FEATURES: Rain Cover, upto 17 inch Laptop compartment, Internal Organiser(Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc",‎Amazing Bags,"This backpack is lightweight water-resistant, capacity of approx 37 Ltr, has a soft and ventilated back panel, and is perfect for carrying all your necessities. Adjustable and breathable padded shoulder strap to meet different requirements for both men and women; made from highly rip and water-resistant polyester fabric, provide strengthen and long-lasting performance; roomy enough for your traveling requirements also having a Rain cover.",‎B09VCLZ3K4
https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTDMRY7/ref=sr_1_6?keywords=bags&qid=1692685141&sprefix=ba%2Caps%2C283&sr=8-6,/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTDMRY7/ref=sr_1_6?keywords=bags&qid=1692685141&sprefix=ba%2Caps%2C283&sr=8-6,"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",679,4.0 out of 5 stars,5610,Age Range Description: Adult; Closure Type: Zipper; Lining Description: Polyester<br>,"‎FUR JADEN, Fur Jaden, 3C Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002","Stay organized all day with a durable and lightweight backpack from Fur Jaden. This back pack is a stylish and functional accessory for men and women. Can add admiration to an appealing and daring personality with a remarkable aesthetics and functionality. This backpack features an anti-theft design. You can also charge your phone on the go and organize your stuff like pro. Fur Jaden functional back pack is apt to protect your gadgets and belongings from being stolen while you travel, thanks to its special anti-theft design. Now keep your belongings safe with style. The backpack features multiple compartments that you may use for your laptop and other essentials. A remarkable feature of this backpack allows you to charge your phone while you are on the move. With an attached charging dock in the back you may connect a portable power bank with ease. Weighing about 600grams, this backpack is lightweight. The backpack is able to house a laptop of up to 15.6 inches and has seven inner compartments to place your other essentials. Made from durable quality polymer this Fur Jaden back pack is sturdy and reliable. Flaunt this bag with style and low maintenance as this bag is washable. This backpack is also suitable for school or college. The straps are designed to distribute the weight equally on each shoulder preventing any sort of discomfort. Use this back pack for office, college/school or during travels.",‎B09VTDMRY7
https://www.amazon.in/TRUE-HUMAN-Anti-Theft-backpack-charging/dp/B09QJ7ZF2Y/ref=sr_1_7?keywords=bags&qid=1692685141&sprefix=ba%2Caps%2C283&sr=8-7,/TRUE-HUMAN-Anti-Theft-backpack-charging/dp/B09QJ7ZF2Y/ref=sr_1_7?keywords=bags&qid=1692685141&sprefix=ba%2Caps%2C283&sr=8-7,TRUE HUMAN EMPEROR® Anti-Theft backpack With USB charging Port Laptop bag/Office bag/college bag/travel bag with anti -theft back pocket (LEGEND),599,3.7 out of 5 stars,2462,"Superior & Durability: Made of durable and Eco-friendly water resistant oxford textile fabric,which keeps your files and stuffs dry inside. This backpack can hold up to 15.6"" laptop from most brands, but it may not be suitable for all brand 15.6"". Since there maybe exist slight size difference among different laptop brands.","‎FUR JADEN, Fur Jaden, 3C Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002",No Description,‎B09QJ7ZF2Y
https://www.amazon.in/Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93/ref=sr_1_8?keywords=bags&qid=1692685141&sprefix=ba%2Caps%2C283&sr=8-8,/Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93/ref=sr_1_8?keywords=bags&qid=1692685141&sprefix=ba%2Caps%2C283&sr=8-8,"Half Moon 35 Ltrs Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",649,3.9 out of 5 stars,16960,"OTHER FEATURES OF LAPTOP BAG FOR MEN: The office bag for men / office bag for women has Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment (can carry laptops of size 13, 14, 15.6 & 17 inches), Reflector Logo.","‎Amazing Bags, Half_Moon, New Delhi",No Description,‎B085MHDJ93
https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BJ32LQ6X/ref=sr_1_9?keywords=bags&qid=1692685141&sprefix=ba%2Caps%2C283&sr=8-9,/Half-Moon-Resistant-Backpack-Compartment/dp/B0BJ32LQ6X/ref=sr_1_9?keywords=bags&qid=1692685141&sprefix=ba%2Caps%2C283&sr=8-9,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,849,3.9 out of 5 stars,3442,"FEATURES: Rain Cover, upto 17 inch Laptop compartment, Internal Organiser(Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc",‎Amazing Bags,"This backpack is lightweight water-resistant, capacity of approx 37 Ltr, has a soft and ventilated back panel, and is perfect for carrying all your necessities. Adjustable and breathable padded shoulder strap to meet different requirements for both men and women; made from highly rip and water-resistant polyester fabric, provide strengthen and long-lasting performance; roomy enough for your traveling requirements also having a Rain cover.",‎B0BJ32LQ6X
https://www.amazon.in/Rucksack-Travel-Backpack-Trekking-Compartment/dp/B07YDGQQN5/ref=sr_1_10?keywords=bags&qid=1692685141&sprefix=ba%2Caps%2C283&sr=8-10,/Rucksack-Travel-Backpack-Trekking-Compartment/dp/B07YDGQQN5/ref=sr_1_10?keywords=bags&qid=1692685141&sprefix=ba%2Caps%2C283&sr=8-10,"Fur Jaden 55 LTR Rucksack Travel Backpack Bag for Trekking, Hiking with Shoe Compartment",849,4.3 out of 5 stars,5600,Water Resistance Level: Water Resistant; Warranty Description: 1 Year Manufacturer Warranty Against Defects Only<br>,"‎Fur Jaden, Fur Jaden 3-C, Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002, 8080888028",No Description,‎B07YDGQQN5
https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTCNN75/ref=sr_1_11_sspa?keywords=bags&qid=1692685141&sprefix=ba%2Caps%2C283&sr=8-11-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&psc=1,/sspa/click?ie=UTF8&spc=MToyNzQwOTU0MjU4MzEzNTk4OjE2OTI2ODUxNDE6c3BfbXRmOjIwMDkyNTI1OTc5Njk4OjowOjo&url=%2FNumber-Backpack-Compartment-Charging-Organizer%2Fdp%2FB09VTCNN75%2Fref%3Dsr_1_11_sspa%3Fkeywords%3Dbags%26qid%3D1692685141%26sprefix%3Dba%252Caps%252C283%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",679,4.0 out of 5 stars,5610,Closure Type: Zipper; Lining Description: Polyester; Age Range Description: Adult<br>,"‎FUR JADEN, Fur Jaden, 3C Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002","Stay organized all day with a durable and lightweight backpack from Fur Jaden. This back pack is a stylish and functional accessory for men and women. Can add admiration to an appealing and daring personality with a remarkable aesthetics and functionality. This backpack features an anti-theft design. You can also charge your phone on the go and organize your stuff like pro. Fur Jaden functional back pack is apt to protect your gadgets and belongings from being stolen while you travel, thanks to its special anti-theft design. Now keep your belongings safe with style. The backpack features multiple compartments that you may use for your laptop and other essentials. A remarkable feature of this backpack allows you to charge your phone while you are on the move. With an attached charging dock in the back you may connect a portable power bank with ease. Weighing about 600grams, this backpack is lightweight. The backpack is able to house a laptop of up to 15.6 inches and has seven inner compartments to place your other essentials. Made from durable quality polymer this Fur Jaden back pack is sturdy and reliable. Flaunt this bag with style and low maintenance as this bag is washable. This backpack is also suitable for school or college. The straps are designed to distribute the weight equally on each shoulder preventing any sort of discomfort. Use this back pack for office, college/school or during travels.",‎B09VTCNN75
https://www.amazon.in/Red-Lemon-Plus-Travelling-1908/dp/B082Y7TZ8Z/ref=sr_1_12_sspa?keywords=bags&qid=1692685141&sprefix=ba%2Caps%2C283&sr=8-12-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&psc=1,/sspa/click?ie=UTF8&spc=MToyNzQwOTU0MjU4MzEzNTk4OjE2OTI2ODUxNDE6c3BfbXRmOjIwMDc5NTQzMjQ4MDk4OjowOjo&url=%2FRed-Lemon-Plus-Travelling-1908%2Fdp%2FB082Y7TZ8Z%2Fref%3Dsr_1_12_sspa%3Fkeywords%3Dbags%26qid%3D1692685141%26sprefix%3Dba%252Caps%252C283%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"Red Lemon Titan Ultrafit Plus Bange Series 15.6-inch Laptop Bags Backpacks for Men and Women55L Outdoor and Camping 3in1 Office Bags,Travelling,Backpack","3,999",4.4 out of 5 stars,509,Durable construction and water-resistant material make this backpack suitable for use in all weather conditions.,‎TSpark,No Description,‎B082Y7TZ8Z
https://www.amazon.in/Police-Polyester-laptop-casual-backpack/dp/B09CQ5T3LN/ref=sr_1_13?keywords=bags&qid=1692685141&sprefix=ba%2Caps%2C283&sr=8-13,/Police-Polyester-laptop-casual-backpack/dp/B09CQ5T3LN/ref=sr_1_13?keywords=bags&qid=1692685141&sprefix=ba%2Caps%2C283&sr=8-13,POLICE Backpack for Men Casual Laptop Bag Office/Travel/College 30 Ltr Hedge Polyester - Black,"1,399",4.1 out of 5 stars,5853,Backpack,‎TSpark,Backpack,‎B09CQ5T3LN
https://www.amazon.in/FUR-JADEN-Leatherette-Polypropylene-DUFF05/dp/B07M9BRCQ5/ref=sr_1_14?keywords=bags&qid=1692685141&sprefix=ba%2Caps%2C283&sr=8-14,/FUR-JADEN-Leatherette-Polypropylene-DUFF05/dp/B07M9BRCQ5/ref=sr_1_14?keywords=bags&qid=1692685141&sprefix=ba%2Caps%2C283&sr=8-14,Fur Jaden Brown Textured Leatherette Stylish & Spacious Weekender Duffle Bag for Travel,899,4.3 out of 5 stars,6506,"Warranty - 100% Genuine Fur Jaden Men Bags, 10 days No Question asked replacement guarantee from the date of delivery. 6 Month Manufacturer and Seller Warranty against Manufacturing Defects","‎Fur Jaden, 3-C, Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002, 8080888028",Fur Jaden Brown Textured Leatherette Stylish & Spacious Weekender Duffle Bag for Travel,‎B07M9BRCQ5
https://www.amazon.in/GEAR-Black-Blue-Backpack-years/dp/B019HA8AYG/ref=sr_1_15?keywords=bags&qid=1692685141&sprefix=ba%2Caps%2C283&sr=8-15,/GEAR-Black-Blue-Backpack-years/dp/B019HA8AYG/ref=sr_1_15?keywords=bags&qid=1692685141&sprefix=ba%2Caps%2C283&sr=8-15,Gear CarryOn 16L Foldable Water Resistant School Bag//Backpack/College Bag for Men/Women - Blue Black,199,3.7 out of 5 stars,7051,Pocket Description: Utility Pocket; Color Name: Black And Blue; Age Range Description: Adult; Closure Type: Zipper,"‎Gear Merchandise PVT LTD, Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366",No Description,‎B019HA8AYG
https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0201/dp/B07G4F6XFH/ref=sr_1_16?keywords=bags&qid=1692685141&sprefix=ba%2Caps%2C283&sr=8-16,/Gear-Classic-Leather-Backpack-LBPCLSLTH0201/dp/B07G4F6XFH/ref=sr_1_16?keywords=bags&qid=1692685141&sprefix=ba%2Caps%2C283&sr=8-16,Gear Classic 20L Small Size Faux Leather Water Resistant Anti Theft Unisex Laptop Backpack- Brown,979,4.4 out of 5 stars,6040,"Concealed quick access Pockets on back panel ,Adjustable Anti sweat padded Shoulder straps , Padded Laptop sleeve,2 External Pockets, Padded Back Panel Cushioned with Anti Sweat Fabric,Embedded Organizer , USB and Headphone cable slot .","‎Gear Merchandise PVT LTD, Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366","Gear bags are designed for the quick commute as well for the long journey. these backpacks can be used as laptop bags,adventure bags and so on. Your favorite travel companion, The backpacks come with enough storage space to carry all your requirements.",‎B07G4F6XFH
https://www.amazon.in/Safari-45L-21-OB-BLK/dp/B07BZ5VC4H/ref=sr_1_17?keywords=bags&qid=1692685141&sprefix=ba%2Caps%2C283&sr=8-17,/Safari-45L-21-OB-BLK/dp/B07BZ5VC4H/ref=sr_1_17?keywords=bags&qid=1692685141&sprefix=ba%2Caps%2C283&sr=8-17,Safari Seek 45 Ltrs Overnighter Expandable Travel Laptop Backpack,"2,099",4.5 out of 5 stars,7383,Closure Type: Zipper; Special Features: Back Padding; Pocket Description: Utility Pocket; Age Range Description: Adult,"‎Safari Industries (India) Ltd, Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838",No Description,‎B07BZ5VC4H
https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4FK9G/ref=sr_1_18?keywords=bags&qid=1692685141&sprefix=ba%2Caps%2C283&sr=8-18,/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4FK9G/ref=sr_1_18?keywords=bags&qid=1692685141&sprefix=ba%2Caps%2C283&sr=8-18,"American Tourister VALEX BLUE LAPTOP BACKPACK 28 Ltrs,Volume, LAPTOP COMPARTMENT, BOTTLE POCKET, FRONT ORGANIZER","1,399",4.2 out of 5 stars,665,"Well Organized compartment ,Security Back Pocket","‎EXPERTS, China","A backpack isn’t just a bag. It’s a cache, a case, a mobile base of sorts. And it is a reflection of the care you’ve put into selecting the ideal loadout of items to keep on you. Introducing Valex, a modern everyday backpacks collections are available in a variety of nice looking colours to express your true self",‎B0BTD4FK9G
https://www.amazon.in/Backpack-Small-Black-Water-Repellant/dp/B088XB5XY8/ref=sr_1_19?keywords=bags&qid=1692685141&sprefix=ba%2Caps%2C283&sr=8-19&th=1,/Backpack-Small-Black-Water-Repellant/dp/B088XB5XY8/ref=sr_1_19?keywords=bags&qid=1692685141&sprefix=ba%2Caps%2C283&sr=8-19,"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",249,4.1 out of 5 stars,9706,6 months limited warranty,"‎Korrun India Pvt. Ltd, Plot No.25, P2(4&X), 1st Phase, Bidadi Industrial area, Bangalore-562109, Karnataka",No Description,B088XB5XY8
https://www.amazon.in/SFANE-Duffel-Shoulder-Women-Compartment/dp/B07XXFB9CZ/ref=sr_1_20?keywords=bags&qid=1692685141&sprefix=ba%2Caps%2C283&sr=8-20&th=1,/SFANE-Duffel-Shoulder-Women-Compartment/dp/B07XXFB9CZ/ref=sr_1_20?keywords=bags&qid=1692685141&sprefix=ba%2Caps%2C283&sr=8-20,Sfane Polyester 23cms Duffle/Shoulder/Gym Bag for Men & Women with Separate Shoe Compartment (Grey),387,4.3 out of 5 stars,7913,"Abundance of Storage - Large capacity,meet your requirement for sure and keep your stuff in order. What an amazing design for Sport Bag!","‎Sfane, Sfane Trends","Sfane Sports Bag practical everyday sizing make it great for hauling just about anything.Big compartments holds Sports Clothing, Gloves, Shaker, Sports ball, Sports Accessories, etc. Or anything that might be wet or soiled. High quality provide years of dependable service. Made in India.",‎B07XXFB9CZ
https://www.amazon.in/Uppercase-Professional-Backpack-Resistant-Sustainable/dp/B0BWNBQXDZ/ref=sr_1_21_sspa?keywords=bags&qid=1692685141&sprefix=ba%2Caps%2C283&sr=8-21-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&psc=1,/sspa/click?ie=UTF8&spc=MToyNzQwOTU0MjU4MzEzNTk4OjE2OTI2ODUxNDE6c3BfYnRmOjIwMTI1ODk5OTIwNjk4OjowOjo&url=%2FUppercase-Professional-Backpack-Resistant-Sustainable%2Fdp%2FB0BWNBQXDZ%2Fref%3Dsr_1_21_sspa%3Fkeywords%3Dbags%26qid%3D1692685141%26sprefix%3Dba%252Caps%252C283%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"uppercase Apex Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","1,800",4.4 out of 5 stars,89,GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596); 750 days of international warranty,"‎Acefour Accessories Pvt. Ltd., Acefour Accessories Pvt. Ltd. , Lodha Supremus Corp. Tower, Unit 1202,12th Floor,Saki Vihar road, Chandivali, Tunga Village, Opp. MTNL office, Andheri E, Mumbai -400072, Maharashtra, India. Customer Care",No Description,‎B0BWNBQXDZ
https://www.amazon.in/Polyester-Resistant-Premium-Backpack-Charging/dp/B0BM4PB5Y6/ref=sr_1_22_sspa?keywords=bags&qid=1692685141&sprefix=ba%2Caps%2C283&sr=8-22-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&psc=1,/sspa/click?ie=UTF8&spc=MToyNzQwOTU0MjU4MzEzNTk4OjE2OTI2ODUxNDE6c3BfYnRmOjIwMTI2Mzc1NjYwNDk4OjowOjo&url=%2FPolyester-Resistant-Premium-Backpack-Charging%2Fdp%2FB0BM4PB5Y6%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dbags%26qid%3D1692685141%26sprefix%3Dba%252Caps%252C283%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,DISHIN Polyester Anti Theft Water Resistant Premium Backpack with USB Charging Point - Fashion Bag Multicolour,999,2.1 out of 5 stars,7,"✈【Durable & Water Repellent】- Made of high density splash-proof and tear-resistant polyester fabric, effectively resist rainwater splashing, protect items from getting wet, ensure a secure long-lasting usage everyday.","‎Acefour Accessories Pvt. Ltd., Acefour Accessories Pvt. Ltd. , Lodha Supremus Corp. Tower, Unit 1202,12th Floor,Saki Vihar road, Chandivali, Tunga Village, Opp. MTNL office, Andheri E, Mumbai -400072, Maharashtra, India. Customer Care","The backpack for both Work and Travel. With its exceptional design, you can use it at office, leisure trip or any small outing too. It is more than simply a Backpack; it will be your great companion wherever you go. Its USB charging port ensures your device never runs out of power when you need it most. It offers ample of space for your other belongings too apart from well-organized gadget pockets. It has some unique features like:- ✈【WATER RESISTANT】- 6MM anti-collision sponge layer. This fashion backpack is made of durable waterproof and dustproof nylon and oxford fabrics to perfectly protect your items from rain, easy to clean up. ✈【LARGE CAPACITY】-This backpack has multiple storage compartments which can be used as additional supplies and accessories for laptops, iPhone, iPad, pens, keys, wallets, books, clothes, bottles, passports, etc. ✈【SUPER CONVENIENT】- There is a USB port outside the backpack to charge your Smartphone and Tablet. ✈【LIGHTWEIGHT】- The backpack is very lightweight. Even if you will carry it for a long time, you won't feel very tired. ✈【UNISEX】- The backpack adopts neutral design, which can be used by men, women, students. ✈【UNIVERSAL BACKPACK】-The backpack is suitable for various environments such as travel, business, shopping and hiking. DIMENSIONS: 17"" x 4.3"" x 10""",‎B0BM4PB5Y6
https://www.amazon.in/ZEBRONICS-Compartment-Backpacks-15-6-inch-Polyester/dp/B0C6QNNPMM/ref=sr_1_17_sspa?keywords=bags&qid=1692685331&sprefix=ba%2Caps%2C283&sr=8-17-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&th=1,/sspa/click?ie=UTF8&spc=MTo4ODI3MTkzMjY0MDU3NTk4OjE2OTI2ODUzMzE6c3BfYXRmX25leHQ6MzAwMDE2NjE4MTk2NzMyOjowOjo&url=%2FZEBRONICS-Compartment-Backpacks-15-6-inch-Polyester%2Fdp%2FB0C6QNNPMM%2Fref%3Dsr_1_17_sspa%3Fkeywords%3Dbags%26qid%3D1692685331%26sprefix%3Dba%252Caps%252C283%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"ZEBRONICS Camp1, 14 Liters, 1 Compartment Laptop Backpacks Fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags (Grey)",528,3.0 out of 5 stars,6,It has a Padded Adjustable Shoulder Straps and a trolley support strap for maximum comfort and to make your travel journey happier.,"‎Zebronics India Private Limited, Zebronics India Private Limited","ZEBRONICS Camp1, 14 Liters, 1 Compartment Laptop Backpacks Fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags (Grey)",B0C6QNNPMM
https://www.amazon.in/UPPERCASE-Professional-Backpack-resistant-sustainable/dp/B0BXFDK5J2/ref=sr_1_18_sspa?keywords=bags&qid=1692685331&sprefix=ba%2Caps%2C283&sr=8-18-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&psc=1,/sspa/click?ie=UTF8&spc=MTo4ODI3MTkzMjY0MDU3NTk4OjE2OTI2ODUzMzE6c3BfYXRmX25leHQ6MjAxMjc2ODM4NzIzOTg6OjA6Og&url=%2FUPPERCASE-Professional-Backpack-resistant-sustainable%2Fdp%2FB0BXFDK5J2%2Fref%3Dsr_1_18_sspa%3Fkeywords%3Dbags%26qid%3D1692685331%26sprefix%3Dba%252Caps%252C283%26sr%3D8-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"uppercase 26 Ltrs Ryder Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","2,400",4.3 out of 5 stars,78,Wrinkle free bag and 3x more water resistant with Rainproof zippers; Trolley sleeve to securely place the bags on the luggage; Top Gadget Pocket; Internal Organiser,"‎Acefour Accessories Pvt. Ltd., Acefour Accessories Pvt. Ltd. , Lodha Supremus Corp. Tower, Unit 1202,12th Floor,Saki Vihar road, Chandivali, Tunga Village, Opp. MTNL office, Andheri E, Mumbai -400072, Maharashtra, India. Customer Care",No Description,‎B0BXFDK5J2
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF/ref=sr_1_19?keywords=bags&qid=1692685331&sprefix=ba%2Caps%2C283&sr=8-19,/ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF/ref=sr_1_19?keywords=bags&qid=1692685331&sprefix=ba%2Caps%2C283&sr=8-19,ADISA 15.6 inch laptop backpack office bag college travel back pack 32 Ltrs,499,3.9 out of 5 stars,1148,Closure Type: Zipper<br>,"‎ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com",No Description,‎B09TPX22NF
